Id,SalePrice
1461,131726.57912241528
1462,150774.45213378876
1463,183264.02964423934
1464,176931.9671176964
1465,173205.64764242593
1466,176920.61870419193
1467,167534.7794767967
1468,169000.5244614927
1469,186272.66982917313
1470,143716.79509704397
1471,214771.3779888534
1472,133423.53818887184
1473,130635.73381464211
1474,170056.35581190162
1475,127679.79100578764
1476,224724.59165147055
1477,196731.39664249594
1478,189138.70389699278
1479,203223.05943532442
1480,308088.22894728434
1481,245646.50264122547
1482,193455.90541966198
1483,167648.85696054384
1484,167421.36422861434
1485,164482.0383156406
1486,179162.97807511757
1487,241607.1751418128
1488,198370.8097383397
1489,163541.60689170193
1490,190177.6877655766
1491,178044.2070430424
1492,118588.15878036493
1493,189056.00034199376
1494,231031.3885784924
1495,230596.47907595156
1496,195225.24160739093
1497,178904.9756887166
1498,164560.0549267074
1499,159677.65160550538
1500,163060.015933955
1501,183126.20514017466
1502,159271.07185264688
1503,228535.93532518973
1504,192258.39544855122
1505,192122.88398854472
1506,192949.52555006155
1507,254449.44576340806
1508,215998.50121035633
1509,162366.2228229321
1510,159391.23512262723
1511,156162.14089652832
1512,171631.5048010669
1513,172737.4747975619
1514,193132.3820345169
1515,220510.49986759154
1516,159331.27035468686
1517,139290.99576543184
1518,171765.6370428415
1519,193559.55902787772
1520,140392.11104654893
1521,143508.99758417206
1522,184829.8764220921
1523,134546.88365536762
1524,126657.34515872593
1525,125992.33206183928
1526,136937.21699321645
1527,126739.48619922121
1528,140631.40168951402
1529,147912.82418995837
1530,180970.10776712827
1531,164611.13282629644
1532,112983.16948089088
1533,152911.59524817186
1534,133359.7316330284
1535,158235.19188166523
1536,130884.64792832504
1537,123705.64684503358
1538,119564.26717897304
1539,156874.10262914942
1540,152663.95783259565
1541,157040.21505284132
1542,153502.21079309535
1543,176373.57065005062
1544,100544.41195440032
1545,118953.52875435463
1546,140372.46756470043
1547,137661.8416426452
1548,134599.7437778016
1549,130535.90017429434
1550,154742.9851489089
1551,128999.08087460305
1552,175640.46790300842
1553,139617.0088421479
1554,120956.76841768461
1555,180686.36614921945
1556,126084.42780260768
1557,164592.69568742588
1558,122703.40221694612
1559,93798.03080207473
1560,174708.86652520281
1561,191050.7555868591
1562,138367.63519231882
1563,132965.87181548384
1564,183468.00093021462
1565,164750.35821568346
1566,198036.21347079045
1567,125447.33414534027
1568,213802.9857337373
1569,202427.90491199665
1570,145132.0855667675
1571,165953.53039189134
1572,162374.54828624564
1573,210221.75076700645
1574,184863.74827007315
1575,169254.78464458307
1576,225797.25250863863
1577,164268.25959065754
1578,143425.55272046188
1579,132458.2638949974
1580,187369.02849110556
1581,136761.06739944144
1582,136848.67900916407
1583,249080.09866548993
1584,206927.6344996496
1585,145823.88526156725
1586,114721.60751951498
1587,129037.81048249388
1588,155274.7304480024
1589,147309.843889198
1590,155410.99952632745
1591,140501.65851150846
1592,140916.4805719082
1593,125112.17859021813
