Id,SalePrice
1461,139224.88964882074
1462,156490.56995986286
1463,186968.64057823716
1464,180490.205564377
1465,176858.46210828997
1466,179387.33111792745
1467,169378.15267088384
1468,171059.53565935
1469,187900.3990073001
1470,145798.35874182862
1471,213872.15203878388
1472,135872.97738496598
1473,132096.24960019923
1474,165938.36989932047
1475,127214.93025599996
1476,227601.55107950664
1477,201640.46954164107
1478,190848.02193142351
1479,205480.46175477863
1480,320125.3714708101
1481,250258.98344684034
1482,200460.8380722515
1483,170744.51081108197
1484,170932.14580604664
1485,164864.29855819716
1486,180064.38591879926
1487,248648.10697534122
1488,202571.92346216406
1489,169562.18531859294
1490,195682.17535617805
1491,182826.40909963957
1492,119595.60272891179
1493,191745.96333620202
1494,233714.72445003845
1495,232423.2798107241
1496,200643.0779583124
1497,183685.4979411502
1498,164658.07733098086
1499,159111.27647111745
1500,162836.89318629878
1501,181461.70335219873
1502,156985.60546069843
1503,235245.98588746611
1504,198741.82884569123
1505,198491.65341578584
1506,197890.88327472055
1507,263783.73556050594
1508,223874.11217535724
1509,163493.58243409812
1510,162115.6579489735
1511,158159.10397651742
1512,174160.8604179004
1513,176031.27743093992
1514,164350.49127588447
1515,214066.07589389864
1516,160122.45443962063
1517,144648.7360149444
1518,175781.12921838378
1519,201145.22269719496
1520,144761.76029528052
1521,149165.7851272192
1522,185150.59125496427
1523,137898.64488159557
1524,126547.20181972918
1525,128231.9065486692
1526,140971.3744091522
1527,125599.64141983395
1528,139995.39026055633
1529,145801.58032601268
1530,181304.00558551404
1531,164915.92773449264
1532,92609.7583036766
1533,149921.19150985862
1534,127924.22891514841
1535,157146.09864308732
1536,130823.75840686393
1537,118113.54816507155
1538,119549.81554251647
1539,153114.01426619221
1540,130350.19831247017
1541,155191.0152047566
1542,155498.05232207733
1543,176348.6325000577
1544,94266.88144870357
1545,116791.211318514
1546,138618.97277079942
1547,136860.84563894046
1548,133865.01372664
1549,128222.92502840543
1550,151645.17736401243
1551,128533.28415429109
1552,172653.64606147376
1553,118134.72204964678
1554,119370.59176810441
1555,188306.21007430565
1556,122002.39464919192
1557,139864.91681063885
1558,122208.00316562431
1559,76407.40408000078
1560,170941.31330695012
1561,163761.17603680585
1562,139995.65399120553
1563,133545.101208837
1564,188605.55660379175
1565,166224.55415971045
1566,205461.86205161116
1567,121786.92054300397
1568,220337.5559736119
1569,210815.5617682431
1570,151303.97050646532
1571,159020.7653338216
1572,167801.60040452488
1573,217208.38621196913
1574,185509.47263518284
1575,191670.81317450132
1576,218306.316804498
1577,170140.91679758436
1578,140510.73071436156
1579,147643.8283199471
1580,192187.9517003236
1581,137376.28818958413
1582,134276.7064880226
1583,255509.15738458204
1584,214485.18481657738
1585,148042.943247012
1586,114641.90013550555
1587,129360.60420517926
1588,161485.57608986663
1589,142715.1663298095
1590,157003.01058804395
1591,118506.10903950704
1592,141505.28916178687
1593,121156.60862186085
1594,154711.25430769313
1595,122983.71313640727
1596,215118.7497000972
1597,200503.61841837555
1598,171905.40153396214
1599,150229.31393289682
1600,160600.14918371453
1601,93525.35318300156
1602,150227.35479909988
1603,87561.30704451053
1604,197770.78778335685
1605,201796.7981525956
1606,163574.1787494677
1607,227712.95940923336
1608,197281.22953800444
1609,175874.9034168693
1610,173872.56904674252
1611,159205.7041349231
1612,167561.05752438324
1613,184151.09280944092
1614,152122.08017774485
1615,105427.83183636758
1616,120520.00027855922
1617,132466.437788384
1618,132425.45742893266
1619,139113.5332343322
1620,227278.8124616653
1621,152165.20200616395
1622,155026.1738512507
1623,203936.88510755743
1624,216211.32569399886
1625,137898.06906325516
1626,191819.77575946797
1627,191147.55926770004
1628,218842.52524670688
1629,170057.4264520151
1630,283194.5941237876
1631,181244.68538746287
1632,209332.7902302647
1633,163461.87493213886
1634,186818.25661038025
1635,172308.52808572818
1636,157902.41853664053
1637,189258.40571561793
1638,190782.73318372242
1639,192646.53923498184
1640,229486.82711100986
1641,199226.00522374696
1642,209781.9824371883
1643,192422.05728462656
1644,191890.77034492433
1645,206981.6561617255
1646,164317.21040224933
1647,165849.75663636415
1648,159311.2215386666
1649,142466.28937544415
1650,140505.12302501258
1651,142991.54536725278
1652,128846.43271361315
1653,124206.78671782516
1654,184860.18890029838
1655,154251.4678192394
1656,172545.3012430201
1657,184492.72257034085
1658,181852.38458145165
1659,139676.77124274545
1660,156759.21681511748
1661,294095.2580170854
1662,245890.0723130433
1663,231775.57318283193
1664,363813.9667207245
1665,198963.63842728146
1666,237246.30870891406
1667,260241.6432000512
1668,222785.27653823106
1669,185920.12846485383
1670,213984.37111448596
1671,231769.04518702833
1672,280965.41614716884
1673,245141.76813085828
1674,208956.21751990417
1675,205265.15362636241
1676,198386.39948449496
1677,207596.42166052063
1678,315341.0833388145
1679,257402.1020163655
1680,220027.90174679403
1681,180416.3602972023
1682,217079.54480927213
1683,195370.11892420176
1684,169618.98271295818
1685,170256.45235396252
1686,175952.59781218535
1687,171000.16224864183
1688,177217.24016476516
1689,186473.6682517317
1690,175881.19844641828
1691,166900.1171961348
1692,191495.28560704726
1693,162977.92873704372
1694,180142.82846982154
1695,161934.16100040276
1696,236318.7463017528
1697,157698.2722505309
1698,296598.72262263537
1699,238566.55785007164
1700,219175.94655962085
1701,222774.53654742576
1702,221595.8761839876
1703,208257.90653893506
1704,222842.7001682047
1705,175590.0868756962
1706,274880.4542797139
1707,169877.84343358775
1708,184816.09420440713
1709,199230.03768350714
1710,183695.54975713714
1711,197872.0560590524
1712,207726.0949766426
1713,223335.88192093585
1714,195954.44098469595
1715,183873.00315834055
1716,162191.7894195532
1717,162798.6227972978
1718,126414.74777025668
1719,187515.55283698096
1720,193291.78433162728
1721,164137.75980211137
1722,125479.91182142885
1723,168603.92159088817
1724,188706.26839041096
1725,211991.74595051727
1726,174764.64173779753
1727,180933.90881778632
1728,171057.11950922676
1729,161207.5987602962
1730,179514.59981347102
1731,147611.51263957348
1732,138679.6935081254
1733,134235.94222716556
1734,142813.92694646487
1735,123634.5236076858
1736,135287.58856883485
1737,223841.824064816
1738,178758.25037244207
1739,252460.59102895198
1740,223888.35435467437
1741,195793.26987302862
1742,178501.88704028455
1743,178564.84744706273
1744,192112.34325380714
1745,202019.16857263053
1746,196080.69226594604
1747,213416.84867262238
1748,242257.19273974036
1749,181450.01752882655
1750,153232.56045948627
1751,217841.37292547914
1752,126371.52738061128
1753,180311.63116948114
1754,222536.04505134304
